"RecordSpec","DataKubun","MakeDate","Year","MonthDay","JyoCD","Kaiji","Nichiji","YoubiCD","Jyusyo1TokuNum","Jyusyo1Hondai","Jyusyo1Ryakusyo10","Jyusyo1Ryakusyo6","Jyusyo1Ryakusyo3","Jyusyo1Nkai","Jyusyo1GradeCD","Jyusyo1SyubetuCD","Jyusyo1KigoCD","Jyusyo1JyuryoCD","Jyusyo1Kyori","Jyusyo1TrackCD","Jyusyo2TokuNum","Jyusyo2Hondai","Jyusyo2Ryakusyo10","Jyusyo2Ryakusyo6","Jyusyo2Ryakusyo3","Jyusyo2Nkai","Jyusyo2GradeCD","Jyusyo2SyubetuCD","Jyusyo2KigoCD","Jyusyo2JyuryoCD","Jyusyo2Kyori","Jyusyo2TrackCD","Jyusyo3TokuNum","Jyusyo3Hondai","Jyusyo3Ryakusyo10","Jyusyo3Ryakusyo6","Jyusyo3Ryakusyo3","Jyusyo3Nkai","Jyusyo3GradeCD","Jyusyo3SyubetuCD","Jyusyo3KigoCD","Jyusyo3JyuryoCD","Jyusyo3Kyori","Jyusyo3TrackCD"
"YS","1","20231208","2024","0421","08","03","02","2","0043","読売マイラーズカップ","読売マイラーズカップ","マイラーズＣ","読売マ","055","B","14","N01","2","1600","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0427","04","01","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0427","05","02","03","1","0130","テレビ東京杯青葉賞","テレビ東京杯青葉賞","青葉賞","青葉賞","031","B","12","N01","3","2400","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0427","08","03","03","1","0143","ユニコーンステークス","ユニコーンステークス","ユニコーンＳ","ユニコ","029","C","12","N01","3","1900","24","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0428","04","01","02","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0428","05","02","04","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0428","08","03","04","2","0006","天皇賞（春）","天皇賞（春）","天皇賞（春）","天皇賞","169","A","14","N01","4","3200","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0504","04","01","03","3","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0504","05","02","05","3","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0504","08","03","05","3","0053","京都新聞杯","京都新聞杯","京都新聞杯","京都新","072","B","12","N01","3","2200","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0505","04","01","04","3","0094","新潟大賞典","新潟大賞典","新潟大賞典","新潟大","046","C","14","N04","1","2000","12","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0505","05","02","06","3","0017","ＮＨＫマイルカップ","ＮＨＫマイルカップ","ＮＨＫマイル","ＮＨＫ","029","A","12","N41","3","1600","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0505","08","03","06","3","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0511","04","01","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0511","05","02","07","1","0025","京王杯スプリングカップ","京王杯スプリングＣ","京王杯ＳＣ","京王Ｓ","069","B","14","N01","2","1400","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0511","08","03","07","1","0166","京都ハイジャンプ","京都ハイジャンプ","京都ハイＪ","京ＨＪ","026","G","19","A00","2","3930","54","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0512","04","01","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0512","05","02","08","2","0202","ヴィクトリアマイル","ヴィクトリアマイル","ヴィクトリア","ヴィク","019","A","14","N21","4","1600","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0512","08","03","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0518","04","01","07","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0518","05","02","09","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0518","08","03","09","1","0108","平安ステークス","平安ステークス","平安Ｓ","平安Ｓ","031","C","14","N01","2","1900","24","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0519","04","01","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0519","05","02","10","2","0003","優駿牝馬","優駿牝馬","優駿牝馬","優駿牝","085","A","12","N21","3","2400","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0519","08","03","10","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0525","05","02","11","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0525","08","03","11","1","0209","葵ステークス","葵ステークス","葵ステークス","葵Ｓ","007","C","12","N04","3","1200","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0526","05","02","12","2","0004","東京優駿","東京優駿","東京優駿","東京優","091","A","12","N41","3","2400","11","0022","目黒記念","目黒記念","目黒記念","目黒記","138","B","14","N04","1","2500","11","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0526","08","03","12","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0601","05","03","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0601","08","04","01","1","0044","鳴尾記念","鳴尾記念","鳴尾記念","鳴尾記","077","C","13","N04","2","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0602","05","03","02","2","0010","安田記念","安田記念","安田記念","安田記","074","A","13","N01","4","1600","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0602","08","04","02","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0608","02","01","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0608","05","03","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0608","08","04","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0609","02","01","02","2","0148","函館スプリントステークス","函館スプリントＳ","函館ＳＳ","函ＳＳ","031","C","13","N04","2","1200","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0609","05","03","04","2","0067","エプソムカップ","エプソムカップ","エプソムＣ","エプソ","041","C","13","N04","2","1800","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0609","08","04","04","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0615","02","01","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0615","05","03","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0615","08","04","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0616","02","01","04","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0616","05","03","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0616","08","04","06","2","0138","マーメイドステークス","マーメイドステークス","マーメイドＳ","マーメ","029","C","13","N24","1","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0622","02","01","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0622","05","03","07","1","0169","東京ジャンプステークス","東京ジャンプＳ","東京ジャンプ","東ＪＳ","026","H","18","A00","2","3110","54","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0622","08","04","07","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0623","02","01","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0623","05","03","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0623","08","04","08","2","0009","宝塚記念","宝塚記念","宝塚記念","宝塚記","065","A","13","N01","4","2200","18","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0629","02","01","07","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0629","03","02","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0629","10","03","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0630","02","01","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0630","03","02","02","2","0116","ラジオＮＩＫＫＥＩ賞","ラジオＮＩＫＫＥＩ賞","ラジＮＩＫ賞","ラジＮ","073","C","12","N04","1","1800","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0630","10","03","02","2","0099","テレビ西日本賞北九州記念","ＴＶ西日本北九州記念","北九州記念","北九州","059","C","13","N04","1","1200","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0706","02","01","09","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0706","03","02","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0706","10","03","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0707","02","01","10","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0707","03","02","04","2","0096","七夕賞","七夕賞","七夕賞","七夕賞","060","C","13","N04","1","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0707","10","03","04","2","0139","プロキオンステークス","プロキオンステークス","プロキオンＳ","プロキ","029","C","13","N01","2","1700","24","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0713","02","01","11","1","0134","函館２歳ステークス","函館２歳ステークス","函館２歳Ｓ","函館２","056","C","11","N04","3","1200","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0713","03","02","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0713","10","03","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0714","02","01","12","2","0100","農林水産省賞典　函館記念","函館記念","函館記念","函館記","060","C","13","N04","1","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0714","03","02","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0714","10","03","06","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0720","01","01","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0720","03","02","07","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0720","10","03","07","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0721","01","01","02","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0721","03","02","08","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0721","10","03","08","2","0091","中京記念","中京記念","中京記念","中京記","072","C","13","N04","1","1800","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0727","01","01","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0727","04","02","01","1","0179","新潟ジャンプステークス","新潟ジャンプＳ","新潟ジャンプ","新ＪＳ","026","H","18","A00","2","3250","56","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0728","01","01","04","2","0117","北海道新聞杯クイーンステークス","クイーンステークス","クイーンＳ","クイＳ","072","C","13","N24","2","1800","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0728","04","02","02","2","0180","アイビスサマーダッシュ","アイビスサマーＤ","アイビスＳＤ","アイビ","024","C","13","N04","2","1000","10","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0803","01","01","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0803","04","02","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0804","01","01","06","2","0149","エルムステークス","エルムステークス","エルムＳ","エルム","029","C","13","N01","2","1700","24","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0804","04","02","04","2","0109","レパードステークス","レパードステークス","レパードＳ","レパー","016","C","12","N01","3","1800","23","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0810","01","02","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0810","04","03","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0810","07","02","01","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0811","01","02","02","3","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0811","04","03","02","3","0098","関屋記念","関屋記念","関屋記念","関屋記","059","C","13","N04","2","1600","12","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0811","07","02","02","3","0102","農林水産省賞典　小倉記念","小倉記念","小倉記念","小倉記","060","C","13","N04","1","2000","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0817","01","02","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0817","04","03","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0817","07","02","03","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0818","01","02","04","2","0095","札幌記念","札幌記念","札幌記念","札幌記","060","B","13","N04","4","2000","17","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0818","04","03","04","2","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0818","07","02","04","2","0107","ＣＢＣ賞","ＣＢＣ賞","ＣＢＣ賞","ＣＢＣ","060","C","13","N04","1","1200","11","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0824","01","02","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0824","04","03","05","1","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
"YS","1","20231208","2024","0824","07","02","05","1","0178","小倉サマージャンプ","小倉サマージャンプ","小倉サマーＪ","小サＪ","026","H","18","A00","2","3300","54","0000","","","","","000","","00","000","0","0000","00","0000","","","","","000","","00","000","0","0000","00",
